"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","17842.29","109.52","0.62","close"
"東證一部","1756.64","10.72","0.61","close"
"東證二部","4088.97","26.47","0.65","close"
"JASDAQ","81.09","1.53","1.92","close"
"上海綜合","4115.21","-61.27","-1.47","06/14"
"上海A股","4315.71","-64.05","-1.46","06/14"
"上海B股","303.03","-6.28","-2.03","06/14"
"香港恆生","20867.26","0.00","0.00","06/14"
"香港國企","11180.92","0.00","0.00","06/14"
"香港紅籌","3767.80","0.00","0.00","06/14"
"台灣指數","8450.72","104.33","1.25","06/14"
"韓國指數","1769.18","47.19","2.74","06/14"
"新加坡","3573.43","22.21","0.62","06/14"
"馬來西亞","1357.18","4.15","0.31","06/14"
"菲律賓","3628.62","84.80","2.39","06/14"
"印尼股市","2108.41","19.81","0.95","06/14"
"越南股市","1042.79","3.99","0.38","06/14"
"泰國股市","734.93","8.33","1.15","06/14"
"印度股市","14203.72","200.69","1.43","06/14"
"斯里蘭卡","2590.61","-10.20","-0.39","06/14"
"巴基斯坦","9462.23","-12.06","-0.13","06/14"
"澳洲股市","6288.40","-0.00","-0.00","09:58"
"紐西蘭","4201.72","8.05","0.19","07:37"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","1870.11","63.43","3.51","06/14"
"英國指數","6649.90","90.30","1.38","06/14"
"法國指數","6047.23","112.96","1.90","06/14"
"德國指數","7849.16","168.40","2.19","06/14"
"道瓊歐洲","4485.04","83.36","1.89","06/14"
"土耳其","44675.54","46.02","0.10","06/14"
"匈牙利","26753.84","257.03","0.97","06/14"
"奧地利","4907.40","117.96","2.46","06/14"
"波蘭股市","64698.72","876.94","1.37","06/14"
"捷克股市","1853.10","10.50","0.57","06/14"
"盧森堡","2553.65","35.26","1.40","06/14"
"義大利","33254.00","498.00","1.52","16:43"
"西班牙","1660.83","26.26","1.61","06/14"
"瑞士股市","9292.30","146.23","1.60","06/14"
"瑞典股市","1267.73","23.30","1.87","06/14"
"芬蘭股市","11487.82","222.08","1.97","06/14"
"挪威股市","413.53","10.62","2.63","06/14"
"以色列","1107.32","10.67","0.97","06/14"
